filepath,filename,extension,file_size,label,width,height,mode,num_channels,aspect_ratio,is_image_valid,is_black,is_na,hash,is_duplicate_after_first,species,disease,is_augmented,phi1_distingue_large_vs_etroit,phi2_distinction_elongation_forme,phi3_asymetrie_maladie,phi4_symetrie_diagonale_forme,phi5_concavite_extremites,phi6_decalage_torsion_maladie,phi7_asymetrie_complexe,energie_basse_forme_feuille,energie_moyenne_texture_veines,energie_haute_details_maladie,hog_moyenne_contours_forme,hog_ecarttype_texture,pixel_ratio,leaf_segments,area,perimeter,circularity,solidity,extent,eccentricity,major_axis_length,minor_axis_length,compactness,fractal_dimension
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Early_blight/009c8c31-f22d-4ffd-8f16-189c6f06c577___RS_Early.B 7885_final_masked.png,009c8c31-f22d-4ffd-8f16-189c6f06c577___RS_Early.B 7885_final_masked.png,png,89725,Potato___Early_blight,256,256,RGB,3,1.0,True,False,False,fae8118f8d60cf401051c55308a55fa5,False,Potato,Early_blight,False,0.0013784902919920941,4.5649782678907603e-07,2.2413129908877523e-11,5.8978541219926685e-12,6.144977843988695e-23,3.7012010589098535e-15,-2.867211389074351e-23,0.9865954783347387,0.008507054263847484,0.004897467401413661,0.1038243429254981,0.10940201281818755,0.634796142578125,35.0,40609.0,1861.6164355278015,0.14724879520551423,0.8920643637761546,0.6472172638021165,,180.50286865234375,297.1401062011719,85.34107594442702,1.3670354841316017
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Potato___Early_blight/002a55fb-7a3d-4a3a-aca8-ce2d5ebc6925___RS_Early.B 8170_final_masked.png,002a55fb-7a3d-4a3a-aca8-ce2d5ebc6925___RS_Early.B 8170_final_masked.png,png,83195,Potato___Early_blight,256,256,RGB,3,1.0,True,False,False,5c1de64e22395b68a94fbb12ddceefc4,False,Potato,Early_blight,False,0.0013996211786524598,4.828869669342169e-07,8.934078912990844e-11,2.8909035499740284e-11,1.4550895771292329e-21,1.9840966462713817e-14,2.0299521805321015e-22,0.9880497825358457,0.008055277946118692,0.0038949395180354544,0.09418348025396431,0.11176011365772821,0.5828704833984375,43.0,37369.5,1799.9768263101578,0.14494169086330244,0.8771050685944303,0.6082275390625,,172.16024780273438,287.5069885253906,86.69948956377762,1.3945977529372586
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Blueberry___healthy/011405e4-a92a-44b6-9f04-10fec28d93f5___RS_HL 2311_final_masked.png,011405e4-a92a-44b6-9f04-10fec28d93f5___RS_HL 2311_final_masked.png,png,54772,Blueberry___healthy,256,256,RGB,3,1.0,True,False,False,57b11efcc7a8cab68f863e0ed4bdc9f9,False,Blueberry,healthy,False,0.0024492086915441575,2.465523153904357e-06,6.122903927302005e-11,4.953872552966197e-11,-1.5616488617437887e-21,7.618636214125964e-14,-2.2371869570348915e-21,0.9706271436942028,0.016205163276277246,0.013167693029519902,0.06813911159417033,0.10824663656475679,0.38861083984375,21.0,24900.0,1439.4844048023224,0.15100637522206434,0.863848462245659,0.5658576493046087,,131.6646270751953,259.2400207519531,83.21748400277495,1.3292321126934499
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Blueberry___healthy/008c85d0-a954-4127-bd26-861dc8a1e6ff___RS_HL 2431_final_masked.png,008c85d0-a954-4127-bd26-861dc8a1e6ff___RS_HL 2431_final_masked.png,png,43346,Blueberry___healthy,256,256,RGB,3,1.0,True,False,False,bd905fa9b1e86287d85421f5363914ea,False,Blueberry,healthy,False,0.0014124246234250408,6.251595379319481e-07,1.9554977554263402e-10,7.496539221095363e-11,9.074691525930364e-21,5.387094174370742e-14,-1.8271734198966432e-22,0.9739580711618826,0.011981059879229636,0.01406086895888789,0.04695792269068761,0.09446379014427553,0.2568359375,18.0,16448.0,942.7249574661255,0.2325696032862354,0.904531456225253,0.7178144365889849,,113.34315490722656,194.76800537109375,54.03273014527652,1.2238655972410035
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Blueberry___healthy/00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681_final_masked.png,00fee259-67b7-4dd7-8b36-12503bbdba14___RS_HL 2681_final_masked.png,png,51456,Blueberry___healthy,256,256,RGB,3,1.0,True,False,False,1c2666abdd8d126293e4216ecae41eca,False,Blueberry,healthy,False,0.0015517185774746596,1.0708842779103504e-06,1.6371443327752396e-13,3.041272990911384e-12,2.099341483927232e-24,2.972322213672234e-15,4.4498881753206935e-25,0.9892082040627678,0.006101195061388377,0.004690600875843897,0.06036429221349383,0.10589315910119891,0.34222412109375,29.0,21761.5,1267.2417641878128,0.17028631080858922,0.856482210327456,0.4962940156905674,,118.41837310791016,251.59454345703125,73.79554207668774,1.3040392367939557
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Blueberry___healthy/0137389a-9b78-4a94-afdb-c2b50861f89c___RS_HL 2347_final_masked.png,0137389a-9b78-4a94-afdb-c2b50861f89c___RS_HL 2347_final_masked.png,png,39863,Blueberry___healthy,256,256,RGB,3,1.0,True,False,False,0aeb94f4f33bbd24d185a09712e4c266,False,Blueberry,healthy,False,0.0023499894603030013,1.6800187129687689e-06,4.670977344962637e-10,1.890050413147359e-10,4.796477099809669e-20,2.1592874588965132e-13,2.9208484224832996e-20,0.974811130824027,0.016011397810568494,0.009177471365404212,0.05236778078687038,0.10031233263462114,0.2989959716796875,15.0,19229.0,1159.092488527298,0.17985825711811806,0.8773554774832322,0.6118429425989563,,118.74726104736328,212.90078735351562,69.86818851528444,1.2725920357412057
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Blueberry___healthy/013ffdc5-cbd1-4202-b0f1-8fd7c1ffc0b8___RS_HL 5120_final_masked.png,013ffdc5-cbd1-4202-b0f1-8fd7c1ffc0b8___RS_HL 5120_final_masked.png,png,53996,Blueberry___healthy,256,256,RGB,3,1.0,True,False,False,65cbfe6d7940c002991bbe42bd5d2edb,False,Blueberry,healthy,False,0.0017603489651720442,2.0639187186686137e-07,9.19283850383798e-11,8.837754344420854e-11,-4.114226932142172e-21,3.923779661610284e-14,-6.82125600416897e-21,0.993059811504322,0.005862734505558738,0.001077453990119386,0.07138581968445316,0.11118781624681814,0.4310150146484375,32.0,27752.5,1126.7320977449417,0.27470757961833303,0.9035928826086249,0.6443879446456766,,177.99609375,205.69024658203125,45.74453545045372,1.284239624017541
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___healthy/00665f92-adb0-41eb-bba7-9eeadecfe10e___R.S_HL 8325 copy 2_final_masked.png,00665f92-adb0-41eb-bba7-9eeadecfe10e___R.S_HL 8325 copy 2_final_masked.png,png,105535,Corn_(maize)___healthy,256,256,RGB,3,1.0,True,False,False,8079822c7fa38a5e98b2ff49f7a5fb74,False,Corn_(maize),healthy,False,0.0008171071470751397,2.000830109684924e-09,2.2010373666178102e-13,2.542147385096616e-12,-1.213898145132287e-24,-6.056727741498018e-17,-1.4637148104140327e-24,0.996375253682668,0.0027572200618967368,0.0008675262554351363,0.12950272822075745,0.10491339835862089,1.0,1.0,65025.0,1020.0,0.7853981633974483,1.0,0.9922027587890625,0.0,301.72222900390625,301.72222900390625,16.0,1.2915057316486027
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___healthy/026bd735-b9f4-4eab-86f3-23df15dbec95___R.S_HL 7938 copy_final_masked.png,026bd735-b9f4-4eab-86f3-23df15dbec95___R.S_HL 7938 copy_final_masked.png,png,106248,Corn_(maize)___healthy,256,256,RGB,3,1.0,True,False,False,c725eb8aa4a492c13011b9b63af36ac5,False,Corn_(maize),healthy,False,0.0008901869497751054,3.4511030965784547e-10,1.5906605335664902e-11,6.978965549050309e-14,-7.280286215354818e-26,1.2544675992772921e-18,1.0328227961389327e-26,0.9957910241609861,0.0018138544398576914,0.002395121399156095,0.14412168710875894,0.08370613524515925,1.0,1.0,65025.0,1020.0,0.7853981633974483,1.0,0.9922027587890625,0.0,301.72222900390625,301.72222900390625,16.0,1.2915057316486027
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___healthy/00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2_final_masked.png,00031d74-076e-4aef-b040-e068cd3576eb___R.S_HL 8315 copy 2_final_masked.png,png,69800,Corn_(maize)___healthy,256,256,RGB,3,1.0,True,False,False,fc868388540e98601713b05270d42b57,False,Corn_(maize),healthy,False,0.0010206896376929997,4.2224652414865065e-09,9.983530208647202e-13,2.332393531825185e-12,9.742907024444475e-25,1.5146334914941582e-16,3.423188565862303e-24,0.999309911017612,0.0004759079306438963,0.00021418105174387866,0.13767441987233464,0.09393365682746528,1.0,1.0,65025.0,1020.0,0.7853981633974483,1.0,0.9922027587890625,0.0,301.72222900390625,301.72222900390625,16.0,1.2915057316486027
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___healthy/01c3bf88-d315-42a3-8fa1-fc80a05c97f1___R.S_HL 8189 copy_final_masked.png,01c3bf88-d315-42a3-8fa1-fc80a05c97f1___R.S_HL 8189 copy_final_masked.png,png,60899,Corn_(maize)___healthy,256,256,RGB,3,1.0,True,False,False,4ae4fb12ffb13ba14974558c4e8b7ae6,False,Corn_(maize),healthy,False,0.0009874095626081845,4.016527311797714e-11,5.5071396199703344e-12,2.5459110448303185e-12,-5.115540560631498e-24,1.0379678251624345e-17,-8.044166668793864e-24,0.9969813014581973,0.0019680695258949463,0.0010506290159077486,0.12761734985272008,0.1071988329594278,1.0,1.0,65025.0,1020.0,0.7853981633974483,1.0,0.9922027587890625,0.0,301.72222900390625,301.72222900390625,16.0,1.2915057316486027
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Corn_(maize)___healthy/028ed539-32f5-4540-a6af-466179837de9___R.S_HL 8212 copy_final_masked.png,028ed539-32f5-4540-a6af-466179837de9___R.S_HL 8212 copy_final_masked.png,png,110071,Corn_(maize)___healthy,256,256,RGB,3,1.0,True,False,False,691f60c6b22bd8b886aca72c5f9f9e5d,False,Corn_(maize),healthy,False,0.0011409752693987134,2.976799676328317e-09,3.118391367075571e-12,4.912516204958548e-12,5.815269248066237e-24,-1.008215401423381e-16,-1.8326942415969636e-23,0.9929914154803438,0.004898849931463461,0.002109734588192594,0.13538479468656928,0.09720460452135715,1.0,1.0,65025.0,1020.0,0.7853981633974483,1.0,0.9922027587890625,0.0,301.72222900390625,301.72222900390625,16.0,1.2915057316486027
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Target_Spot/007ec913-8cfe-43ed-b458-f041a17266ae___Com.G_TgS_FL 9844_final_masked.png,007ec913-8cfe-43ed-b458-f041a17266ae___Com.G_TgS_FL 9844_final_masked.png,png,60374,Tomato___Target_Spot,256,256,RGB,3,1.0,True,False,False,7a2cabd0385122342d0d690d878490dd,False,Tomato,Target_Spot,False,0.0016513757100960042,2.94416235936014e-07,9.541909474457172e-10,7.836288317468571e-11,2.1415262839289237e-20,4.251715087250786e-14,7.410281745629618e-22,0.9831590817032155,0.010693232077271589,0.006147686219512912,0.0761475497696511,0.1104962118675987,0.4486083984375,22.0,28781.0,1406.028561115265,0.1829479123459525,0.882365565025446,0.6506827636100561,,172.55001831054688,232.46157836914062,68.68824275292249,1.3475897111455857
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Target_Spot/0044d10f-7062-4655-8abd-9fffc5b2f152___Com.G_TgS_FL 7908_final_masked.png,0044d10f-7062-4655-8abd-9fffc5b2f152___Com.G_TgS_FL 7908_final_masked.png,png,64907,Tomato___Target_Spot,256,256,RGB,3,1.0,True,False,False,b78377970842cc028bc01b1b0cc59a13,False,Tomato,Target_Spot,False,0.001786950785181927,3.8884318374628694e-07,6.947602898253051e-10,3.6612088647533644e-11,5.834521314137532e-21,2.0412867499457377e-14,-2.3400674238282497e-22,0.9859069896735433,0.008842747469558397,0.005250262856898348,0.08283239997534252,0.11156784525412826,0.4850311279296875,21.0,31181.5,1407.3838995695114,0.19782524419883046,0.8842429140612815,0.6282919260915997,,178.72750854492188,234.63258361816406,63.52258360782786,1.3189687450309928
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Target_Spot/00854623-ba28-446d-a1d5-03c0ae3f99d9___Com.G_TgS_FL 7949_final_masked.png,00854623-ba28-446d-a1d5-03c0ae3f99d9___Com.G_TgS_FL 7949_final_masked.png,png,64238,Tomato___Target_Spot,256,256,RGB,3,1.0,True,False,False,b225e939d770d8f9f883bbc83d06404f,False,Tomato,Target_Spot,False,0.001792858513829803,1.0455894699113069e-07,7.734819930891942e-10,4.903993706580534e-11,4.492528709788701e-21,6.0166286118971974e-15,-8.428478818728606e-21,0.9792557516444527,0.01420133415359435,0.00654291420195288,0.08239839401199428,0.11419013358213317,0.4917144775390625,26.0,31359.0,1595.8519358634949,0.15473440155381257,0.8758763232131386,0.6169388156600433,,192.00686645507812,223.94088745117188,81.21251957011589,1.3701343523186122
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Target_Spot/002213fb-b620-4593-b9ac-6a6cc119b100___Com.G_TgS_FL 8360_final_masked.png,002213fb-b620-4593-b9ac-6a6cc119b100___Com.G_TgS_FL 8360_final_masked.png,png,62274,Tomato___Target_Spot,256,256,RGB,3,1.0,True,False,False,73f2681322bfde85b8a6d08cc79a38a0,False,Tomato,Target_Spot,False,0.0017651391166947177,1.45170398091165e-07,1.2125015949666676e-10,1.1615228353216303e-10,1.1082770623270718e-20,-3.689721857355609e-14,8.196184125278032e-21,0.9873290433180284,0.008990204557937862,0.003680752124033914,0.0783781117619163,0.11423590448441096,0.4842987060546875,24.0,31198.5,1770.3199721574783,0.12509502553204446,0.8414061867903665,0.6281914465206185,,183.41983032226562,228.3866729736328,100.45459890121816,1.376636204484796
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Tomato___Target_Spot/003a5321-0430-42dd-a38d-30ac4563f4ba___Com.G_TgS_FL 8121_final_masked.png,003a5321-0430-42dd-a38d-30ac4563f4ba___Com.G_TgS_FL 8121_final_masked.png,png,56248,Tomato___Target_Spot,256,256,RGB,3,1.0,True,False,False,96315e135b7331ec1353bd274503e9a9,False,Tomato,Target_Spot,False,0.0016529221528208042,1.7009347698388924e-07,3.737885076684778e-10,3.635076793967803e-12,-7.704248105330464e-23,-1.4576745787314e-15,1.0962975529219796e-22,0.985152321780874,0.009910774370988888,0.004936903848137012,0.07467194626894012,0.11006364876695139,0.4329833984375,18.0,28095.5,1133.2762540578842,0.2749001973031239,0.8857904029257835,0.6719803874671131,,174.21951293945312,222.95291137695312,45.71248306709153,1.3014131995519511
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Peach___healthy/026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494_final_masked.png,026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494_final_masked.png,png,40299,Peach___healthy,256,256,RGB,3,1.0,True,False,False,f9c39cfe4361b81c0bd6bb9ea27faae3,False,Peach,healthy,False,0.0031774442982322607,3.7750559592588707e-06,1.454707771231126e-08,4.952846395553069e-09,3.986170051427095e-17,8.068387110828397e-12,-1.3359160080500388e-17,0.9869880572285836,0.009056776500754215,0.003955166270662271,0.05701289442883885,0.10746594174904453,0.33575439453125,31.0,21507.0,1484.7981131076813,0.12258995487642774,0.7091232813478848,0.4721728248699203,,142.79443359375,247.2152099609375,102.50734350156371,1.339161807885202
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Peach___healthy/02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_final_masked.png,02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_final_masked.png,png,42535,Peach___healthy,256,256,RGB,3,1.0,True,False,False,7c4871608ee887d8ec91171cc8a28499,False,Peach,healthy,False,0.0032890830608225557,7.89585993057558e-06,1.4754600413683294e-09,9.613745102867343e-10,1.1143214591167586e-18,2.6202387712859714e-12,2.632402782294437e-19,0.9822728952632579,0.01263661223881357,0.005090492497928474,0.05416280310060709,0.10501210564302647,0.3134002685546875,32.0,19809.5,1617.2661494016647,0.09517445199301902,0.7958818802732021,0.3537410714285714,,94.7066650390625,290.304931640625,132.03512446051076,1.3512113685389417
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Peach___healthy/02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636_final_masked.png,02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636_final_masked.png,png,40153,Peach___healthy,256,256,RGB,3,1.0,True,False,False,b7ce07aa9a7708a88708a22d81aa2146,False,Peach,healthy,False,0.002195492944432816,2.5599937189395975e-06,2.611054742680381e-10,1.789098781387792e-10,3.831983158195078e-20,2.7703906994565284e-13,5.182485464843128e-21,0.9907903358348107,0.004865830737179807,0.004343833428008983,0.057942901155544915,0.10750646155241987,0.3266143798828125,26.0,20576.5,1304.0458060503006,0.1520532387463254,0.8029696981522312,0.47614254309846116,,109.92772674560547,257.517333984375,82.64454422653893,1.2989980685892635
/Users/mackjb/repository/datasciencetest_reco_plante-1/dataset/plantvillage/clean_images/Peach___healthy/017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671_final_masked.png,017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671_final_masked.png,png,39573,Peach___healthy,256,256,RGB,3,1.0,True,False,False,7bfa966f61f75ec2c322f004361bfecd,False,Peach,healthy,False,0.0034125564324517564,8.864442949072302e-06,1.7742695425523927e-09,3.509108789844779e-10,1.969645522271987e-19,2.321475999032083e-13,-1.9460794457100264e-19,0.9833897970830157,0.010878063333246207,0.005732139583738125,0.051857523294413115,0.10341106002040436,0.2919158935546875,34.0,18558.5,1255.903670668602,0.14785638226675596,0.795375648223546,0.3671751345362457,,89.41748809814453,298.0585632324219,84.99038338221668,1.3127143279999718
